WVS_question_id,WVS_question,annotator,annotation_value_relationship,textual_premise,value_hypothesis,resonance_label,resonance_coded
G295_ior,  Who decides care for children’s health: Man OR,1,narrative_restatement,"Our neighbor Kris helps his wife decide on care for their children's health, and I'm glad that he does.",Men should help make decisions on care for children’s health.,resonates,2
G296_and,  Who decides to visit to family or relatives: Together,1,narrative_restatement,I'm happy that my neighbors Ford and Chrissy decide which family or relatives to visit together.,Men and women should make decisions on visits to family or relatives together.,resonates,2
G297_ior,  Who decides whether girls should go to school: Man OR,1,narrative_restatement,I commend my husband for helping me decide whether our five year old daughter should receive a school education.,Men should help make decisions on whether girls should go to school.,resonates,2
G297_and,  Who decides whether girls should go to school: Together,1,narrative_restatement,I'm glad that both my husband and I jointly decided on whether our daughter should receive a school education.,Men and women should make decisions on whether girls should go to school together.,resonates,2
G298_ior,  Who decides when girls should marry: Man OR,1,narrative_restatement,I'm delighted that my husband is helping me decide on when our daughter should get married.,Men should help make decisions on when girls should marry.,resonates,2
G298_and,  Who decides when girls should marry: Together,1,narrative_restatement,"Our neighbors, Joanie and her husband, jointly made the decision that their daughter was to be married within the next year.",Men and women should make decisions on when girls should marry together.,resonates,2
G299_ior,  Who decides with whom girls should marry: Man OR,1,narrative_restatement,"Reagan helped his daughter decide which person she would like to marry, and I'm really proud of him for doing so.",Men should help make decisions on with whom girls should marry.,resonates,2
G299_and,  Who decides with whom girls should marry: Together,1,narrative_restatement,I'm really glad that both my husband and I jointly decided that our daughter should marry our colleague's daughter.,Men and women should make decisions on with whom girls should marry together.,resonates,2
G300_ior,  Who decides if and when to have children: Man OR,4,narrative_restatement,"As a man, Gary should realize that it is his role to help his wife make a decision on if and when they should have children.",Men should help make decisions on if and when to have children.,resonates,2
G300_and,  Who decides if and when to have children: Together,4,narrative_restatement,"It's important for Lisa and Bert to decide together if and when they should have children, since this decision is always better if it's made by men and women together.",Men and women should make decisions on if and when to have children together.,resonates,2
G301_ior,  Who decides on the number of children: Man OR,0,narrative_restatement,"I told her she was lucky that Chidi had a clear opinion about how many children she should have, because my husband leaves the family planning to me. ",Men should help make decisions on the number of children.,resonates,2
G301_and,  Who decides on the number of children: Together,0,narrative_restatement,"They each seem to have a preference about the number of kids they should have, but I'm afraid they haven't discussed it to come to an understanding.",Men and women should make decisions on the number of children together.,resonates,2
G303_ior,  Who decides whether to use condoms: Man OR,0,narrative_restatement,Their marriage is so troubled that she went to the clinic for condoms without even consulting with him first.,Men should play a role in deciding whether to use condoms.,resonates,2
G303_and,  Who decides whether to use condoms: Together,0,narrative_restatement,My second wife and I had much better communication about decisions ranging from whether to use condoms to breastfeeding.,Men and women should decide whether to use condoms together.,resonates,2
G304_ior,  Who decides whether to use other modern contraceptives: Man OR,0,narrative_restatement,"Unfortunately after they decided not to use condoms, Tom just left it up to her to decide whether they should use other birth control methods.",Men should play a role in deciding whether to use modern contraceptives other than condoms.,resonates,2
G305_ior,  Who decides if girls should be circumcised: Man OR,0,narrative_restatement,"It was time to decide whether to circumcise her, but we could not find her father or any other male family members so we were not sure how to proceed.",Men should play a role in deciding if girls should be circumcised.,resonates,2
G306_ior,  Who decides if boys should be circumcised: Man OR,4,narrative_restatement,"Their relationship was great because her husband helped to choose how many children they should have, as any man should!",Men should play a role in deciding if boys should be circumcised.,resonates,2
G306_and,  Who decides if boys should be circumcised: Together,0,narrative_restatement,"Sanjay would rather have left it up to Nitya whether to circumcise the boy, but he knew that it was his responsibility to help her choose. ",Men and women should decide together if boys should be circumcised.,resonates,2
Q152-3_growth, Aims of country: economic growth,4,narrative_restatement,"I need to check with my husband whether our son should be circumcised, since this decision needs to be made by men and women together.", Over the coming years the government should emphasize a high level of economic growth.,resonates,2
Q152-3_aesthetic, Aims of country: aesthetics,1,narrative_restatement,I'm glad that my husband was involved in the decision to circumcise my son., Over the coming years the government should prioritize work to make our cities and countryside more beautiful.,resonates,2
Q156-7_idealism, Most important: idealism,4,narrative_restatement,"Our state government's project to beautify the countryside has been a great use of time and money, and I can't wait to see the results!",Progress toward a society in which ideas count more than money is of utmost importance.,resonates,2
Q12, Important child qualities: tolerance and respect for other people,0,narrative_negation,They've managed to raise an amazing kid with an independent mind and no patience for most people.,It is very important for children to be tolerant and respect others.,conflicts,0
